0.201778	0.385989	-0.390382	-0.193143	0.201778	0.385989	0.359997	0.600041	-4.80025	0.0016588
-0.00760289	0.556203	-1.86604	1.69425	-0.0814087	0.49792	-0.120044	0.600581	-4.801	0.00995308
-0.541406	0.37572	-3.54196	2.16862	-0.423231	0.382203	-0.60017	0.602281	-4.80221	0.0248832
-0.931281	0.555337	-3.85037	1.99559	-0.999175	0.569138	-1.08042	0.605806	-4.8038	0.0464493
-1.38337	0.672223	-4.17093	1.28778	-1.31575	0.565548	-1.56084	0.611818	-4.8057	0.0746505
-1.8765	0.715272	-4.54268	0.731066	-1.76309	0.586975	-2.04145	0.620982	-4.80778	0.109484
-2.4264	0.629384	-4.91569	-0.133279	-2.50204	0.4664	-2.52225	0.63396	-4.80989	0.150946
-2.94973	0.65827	-4.81717	-0.0149007	-3.65705	0.865703	-3.00325	0.651414	-4.81184	0.199026
-3.43719	0.634889	-4.81686	-0.112244	-3.47146	0.613185	-3.48441	0.674004	-4.81344	0.253712
-3.91112	0.69145	-4.89757	0.169414	-3.79537	0.758312	-3.9657	0.702391	-4.81445	0.314984
-4.40443	0.670824	-4.9273	0.0353047	-4.35973	0.613548	-4.44703	0.73723	-4.81461	0.382812
-4.8572	0.777785	-4.96982	0.417779	-4.42669	0.850619	-4.92832	0.779176	-4.81363	0.45716
-5.3876	0.73547	-5.1423	0.151616	-5.47463	0.612257	-5.40943	0.828877	-4.81122	0.537976
-5.88479	0.918561	-4.74727	0.634239	-6.29502	1.26514	-5.8902	0.886977	-4.80703	0.625197
-6.35645	0.993677	-5.06231	0.719819	-5.95255	0.944273	-6.37044	0.954111	-4.8007	0.718741
-6.84143	1.03648	-5.02862	0.640722	-6.62052	0.961842	-6.84991	1.03091	-4.79187	0.818509
-7.36016	0.999232	-4.95512	0.342709	-7.52937	0.8358	-7.32835	1.11798	-4.78012	0.92438
-7.79156	1.08781	-4.85908	0.500266	-7.25187	1.11533	-7.80545	1.21593	-4.76506	1.03621
-8.24695	1.35927	-4.86333	1.08505	-8.07459	1.74513	-8.28085	1.32536	-4.74625	1.15383
-8.71212	1.40621	-4.41059	0.858058	-8.95167	1.35495	-8.75416	1.44681	-4.72324	1.27704
-9.15921	1.42317	-4.80082	0.751867	-8.71353	1.22502	-9.22493	1.58085	-4.69558	1.40561
-9.66092	1.37167	-4.98416	0.470434	-9.55852	1.10142	-9.69268	1.728	-4.66282	1.53929
-10.1037	1.76635	-4.7563	1.26591	-10.0357	2.49884	-10.1569	1.88875	-4.62448	1.67776
-10.6051	1.98006	-4.93808	1.48961	-10.746	2.16649	-10.6169	2.06357	-4.58009	1.82071
-11.0564	2.20035	-4.80538	1.63986	-10.8211	2.33578	-11.0722	2.25288	-4.52921	1.96776
-11.5442	2.35084	-4.77468	1.60016	-11.6414	2.33697	-11.5221	2.45707	-4.47136	2.11849
-12.0353	2.63261	-4.89199	1.87795	-12.1673	2.93299	-11.9658	2.6765	-4.4061	2.27246
-12.539	2.71984	-4.78849	1.63528	-12.6907	2.51318	-12.4026	2.91145	-4.333	2.42918
